neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Park Slope,40.67378,-73.98299,Entire home/apt,285,5,9,2019-06-18,1.86,1,2
Brooklyn,Williamsburg,40.71201,-73.95882,Entire home/apt,600,3,14,2019-06-17,0.98,1,167
Manhattan,Inwood,40.8678,-73.92619,Private room,65,2,93,2018-08-03,1.16,1,0
Bronx,City Island,40.8439,-73.78792,Private room,29,1,2,2019-06-16,1.43,1,18
Brooklyn,Bedford-Stuyvesant,40.69534,-73.93338,Private room,50,6,1,2019-01-21,0.18,2,0
Manhattan,Harlem,40.83096,-73.95016,Private room,89,25,1,2018-11-12,0.13,1,18
Brooklyn,Bedford-Stuyvesant,40.68145,-73.93132,Entire home/apt,73,45,2,2019-01-20,0.11,1,43
Manhattan,Morningside Heights,40.80732,-73.9648,Private room,128,1,33,2019-05-23,0.85,2,235
Brooklyn,Bedford-Stuyvesant,40.69384,-73.9422,Private room,44,3,4,2017-07-20,0.16,1,0
Brooklyn,Prospect-Lefferts Gardens,40.65473,-73.96112,Entire home/apt,115,2,4,2019-05-19,0.36,2,86
Brooklyn,Borough Park,40.63396,-74.00729,Private room,50,1,6,2019-05-06,0.46,7,365
Manhattan,Greenwich Village,40.72855,-74.00136,Entire home/apt,200,2,26,2017-05-21,0.35,1,188
Queens,Jackson Heights,40.75061,-73.87576,Private room,40,2,66,2019-06-09,1.82,4,293
Brooklyn,Sunset Park,40.64908,-74.01418,Entire home/apt,75,4,5,2018-08-18,0.16,1,0
Manhattan,Hell's Kitchen,40.75491,-73.99644,Private room,199,1,24,2019-06-21,3.27,30,155
Manhattan,Upper West Side,40.79453,-73.96472,Private room,98,2,51,2019-06-23,4.23,4,219
Manhattan,Midtown,40.76551,-73.98217,Entire home/apt,190,3,2,2019-06-23,2.0,1,23
Brooklyn,Williamsburg,40.71296,-73.93838,Entire home/apt,120,2,1,2018-01-01,0.05,1,0
Manhattan,Battery Park City,40.71646,-74.01379,Entire home/apt,300,2,1,2018-01-01,0.05,1,0
Manhattan,Harlem,40.83052,-73.95014,Private room,100,3,8,2019-06-25,3.87,1,359
Brooklyn,Bedford-Stuyvesant,40.68426,-73.95054,Entire home/apt,100,3,284,2019-06-24,4.57,1,237
Manhattan,Upper East Side,40.77167,-73.95529,Private room,120,1,2,2019-06-30,2.0,1,311
Brooklyn,Canarsie,40.64493,-73.90897,Private room,33,2,1,2017-05-29,0.04,1,0
Manhattan,West Village,40.7322,-74.00423,Entire home/apt,115,30,7,2017-03-08,0.13,1,251
Brooklyn,Bedford-Stuyvesant,40.69067,-73.92643,Private room,65,1,2,2015-10-11,0.04,1,0
Queens,Ozone Park,40.67924,-73.84771,Entire home/apt,99,3,66,2018-07-21,1.29,1,189
Manhattan,Harlem,40.8114,-73.95237,Private room,50,1,15,2018-06-07,0.62,2,0
Brooklyn,Crown Heights,40.67206,-73.9429,Entire home/apt,105,4,13,2017-08-14,0.36,2,0
Manhattan,Little Italy,40.71837,-73.99768,Entire home/apt,190,5,2,2019-06-22,1.67,1,300
Manhattan,Gramercy,40.73657,-73.98019,Entire home/apt,200,3,6,2016-08-13,0.09,1,0
Manhattan,Upper West Side,40.80052,-73.9706,Private room,100,2,8,2019-04-27,1.06,1,0
Manhattan,East Village,40.72454,-73.97931,Entire home/apt,495,3,52,2019-05-06,1.51,1,285
Manhattan,Hell's Kitchen,40.75725,-73.9959,Entire home/apt,180,2,36,2019-06-20,1.4,1,2
Manhattan,Financial District,40.7074,-74.01175,Entire home/apt,228,2,2,2019-05-18,0.73,327,350
Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,2016-08-29,0.09,2,0
Brooklyn,Sheepshead Bay,40.58889,-73.94797,Private room,32,1,50,2019-07-06,6.67,3,83
Manhattan,Morningside Heights,40.81068,-73.9582,Entire home/apt,175,1,1,2018-12-30,0.16,1,0
Manhattan,Chinatown,40.71418,-73.99295,Private room,120,5,12,2018-10-17,0.19,3,0
Brooklyn,Williamsburg,40.70795,-73.94741,Entire home/apt,100,5,1,2018-07-02,0.08,1,11
Brooklyn,Williamsburg,40.71444,-73.94058,Private room,70,1,1,2016-09-05,0.03,1,0
Manhattan,Harlem,40.8087,-73.94157,Entire home/apt,150,2,17,2019-06-16,3.31,1,19
Brooklyn,Bushwick,40.68936,-73.92071,Entire home/apt,119,7,2,2019-06-30,2.0,1,15
Queens,Ozone Park,40.6904,-73.83727,Private room,70,2,114,2019-06-28,2.47,1,310
Brooklyn,Crown Heights,40.67296,-73.9501,Entire home/apt,150,2,42,2019-05-20,0.72,1,365
Brooklyn,Crown Heights,40.67559,-73.96066,Entire home/apt,45,3,1,2016-11-16,0.03,1,0
Brooklyn,Bedford-Stuyvesant,40.69307,-73.95254,Private room,40,3,1,2017-05-02,0.04,1,0
Brooklyn,Williamsburg,40.70616,-73.92918,Private room,29,2,58,2019-02-11,2.02,2,0
Brooklyn,Greenpoint,40.72725,-73.944,Entire home/apt,130,4,10,2019-03-18,0.33,1,0
Manhattan,Washington Heights,40.84064,-73.93727,Private room,35,1,4,2015-10-31,0.08,1,0
Manhattan,Roosevelt Island,40.76208,-73.94954,Private room,100,2,85,2019-06-30,3.28,1,211
Manhattan,East Village,40.7281,-73.9839,Private room,110,1,26,2018-12-28,0.91,3,0
Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,2019-07-02,1.07,1,248
Manhattan,West Village,40.73204,-74.00189,Entire home/apt,315,3,7,2016-08-29,0.08,1,0
Brooklyn,Williamsburg,40.71623,-73.95777,Private room,350,1,19,2019-07-03,0.64,4,244
Manhattan,SoHo,40.7252,-73.99805,Entire home/apt,250,5,3,2017-08-16,0.13,1,0
Queens,Briarwood,40.70593,-73.81468,Entire home/apt,50,1,47,2019-06-01,2.38,3,40
Brooklyn,Bedford-Stuyvesant,40.67919,-73.90684,Private room,57,1,6,2019-05-31,2.47,6,164
Brooklyn,Williamsburg,40.71754,-73.95906,Entire home/apt,125,2,15,2019-03-24,1.14,1,0
Manhattan,East Harlem,40.79329,-73.94725,Private room,73,5,5,2018-11-24,0.47,1,0
Queens,Bellerose,40.73258,-73.726,Private room,95,1,3,2019-05-31,0.47,2,0
Brooklyn,Bedford-Stuyvesant,40.68609,-73.92932,Entire home/apt,195,2,5,2019-06-23,2.42,2,20
Manhattan,East Village,40.72926,-73.98456,Entire home/apt,101,1,25,2019-05-22,1.74,1,363
Manhattan,East Harlem,40.78706,-73.94798,Entire home/apt,140,1,6,2018-01-17,0.18,1,0
Manhattan,Washington Heights,40.83235,-73.94117,Entire home/apt,96,1,52,2019-06-17,4.37,6,40
Manhattan,Lower East Side,40.71461,-73.98755,Private room,89,4,4,2019-07-07,2.86,2,182
Brooklyn,Williamsburg,40.70766,-73.94739,Private room,60,3,6,2017-06-02,0.14,2,188
Manhattan,Upper East Side,40.77511,-73.9553,Private room,110,3,7,2018-04-18,0.26,1,0
Bronx,Claremont Village,40.84192,-73.91108,Private room,40,3,46,2019-05-31,0.72,2,292
Bronx,City Island,40.84964,-73.78717,Private room,50,2,45,2019-06-22,2.04,1,118
Manhattan,Harlem,40.81454,-73.94424,Private room,55,2,8,2019-07-02,4.44,2,330
Manhattan,Upper West Side,40.78833,-73.97026,Entire home/apt,150,30,5,2019-05-31,0.27,91,311
Brooklyn,Bensonhurst,40.61072,-73.98533,Entire home/apt,90,2,53,2019-06-27,7.07,1,36
Manhattan,West Village,40.73761,-74.00043,Entire home/apt,140,2,34,2018-08-31,0.43,1,159
Brooklyn,Bushwick,40.68178,-73.90313,Private room,60,1,6,2019-06-23,5.14,1,52
Bronx,Clason Point,40.81728,-73.86343,Private room,40,3,5,2019-05-19,0.46,2,365
Manhattan,Harlem,40.81783,-73.95346,Private room,55,1,2,2017-06-28,0.08,1,0
Manhattan,NoHo,40.72555,-73.99283,Entire home/apt,649,1,5,2018-11-03,0.4,1,75
Manhattan,Tribeca,40.71893,-74.0033,Entire home/apt,350,6,20,2019-06-30,0.74,1,25
Manhattan,SoHo,40.72547,-74.0021,Entire home/apt,190,1,94,2019-07-01,5.18,1,187
Manhattan,Lower East Side,40.72059,-73.98514,Entire home/apt,170,3,6,2019-07-01,2.57,1,235
Queens,Jamaica,40.68692,-73.78022,Private room,45,1,63,2018-11-01,1.34,2,250
Manhattan,West Village,40.73563,-73.99846,Entire home/apt,500,4,1,2019-05-27,0.7,1,0
Queens,Queens Village,40.71833,-73.7507,Entire home/apt,125,2,49,2019-06-10,2.08,1,347
Brooklyn,Greenpoint,40.72591,-73.95645,Entire home/apt,210,2,103,2019-06-22,4.62,1,268
Manhattan,Hell's Kitchen,40.76356,-73.98956,Entire home/apt,230,1,17,2019-06-23,4.21,5,282
Brooklyn,Williamsburg,40.70125,-73.94061,Private room,95,1,3,2016-03-28,0.06,1,0
Manhattan,East Harlem,40.79155,-73.94141,Private room,85,3,3,2019-06-26,3.0,6,90
Brooklyn,Williamsburg,40.70965,-73.95675,Entire home/apt,95,4,10,2019-06-23,0.37,1,0
Brooklyn,Flatbush,40.65424,-73.96008,Private room,73,1,43,2018-11-01,1.37,4,188
Brooklyn,Crown Heights,40.67438,-73.94071,Entire home/apt,90,6,8,2018-07-24,0.35,1,8
Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,Private room,60,5,9,2019-06-25,0.19,2,33
Queens,Ozone Park,40.68792,-73.83752,Entire home/apt,79,1,22,2019-04-15,0.49,1,130
Manhattan,Upper West Side,40.79712,-73.96117,Private room,125,1,4,2017-08-15,0.14,1,0
Manhattan,East Village,40.72792,-73.98106,Entire home/apt,199,2,4,2019-07-01,0.11,1,0
Manhattan,East Village,40.72334,-73.9839,Entire home/apt,110,2,29,2019-05-27,1.53,1,15
Brooklyn,East Flatbush,40.65286,-73.93371,Private room,33,30,1,2019-06-12,1.0,4,245
Brooklyn,East New York,40.65894,-73.8921,Entire home/apt,300,2,24,2019-06-23,3.29,1,294
Manhattan,East Village,40.7212,-73.98045,Private room,70,3,2,2017-09-24,0.09,1,0
Queens,Springfield Gardens,40.66257,-73.76514,Entire home/apt,113,2,55,2019-07-01,2.5,1,297
Manhattan,Financial District,40.70645,-74.0118,Entire home/apt,240,2,3,2019-06-08,1.7,327,323
Manhattan,Harlem,40.80418,-73.95513,Private room,70,1,3,2015-08-21,0.06,1,0
Brooklyn,Bedford-Stuyvesant,40.6905,-73.95906,Private room,57,2,2,2019-03-01,0.32,1,0
Manhattan,Chelsea,40.73924,-73.99825,Entire home/apt,150,2,4,2017-01-02,0.11,1,0
Queens,Arverne,40.59204,-73.78665,Entire home/apt,150,1,109,2019-06-22,1.49,1,358
Manhattan,East Harlem,40.79322,-73.94038,Private room,34,30,3,2019-03-31,0.26,103,207
Manhattan,Midtown,40.76094,-73.97318,Entire home/apt,599,5,4,2019-07-06,4.0,1,135
Brooklyn,Crown Heights,40.67039,-73.95959,Entire home/apt,95,14,3,2016-10-19,0.08,1,0
Bronx,Hunts Point,40.81819,-73.88653,Entire home/apt,150,2,5,2018-11-12,0.57,1,0
Brooklyn,Crown Heights,40.6762,-73.9617,Entire home/apt,75,2,1,2018-03-24,0.06,1,72
Manhattan,Upper East Side,40.77567,-73.95961,Entire home/apt,495,2,15,2019-06-24,3.31,1,156
Manhattan,Upper West Side,40.79369,-73.96539,Entire home/apt,150,4,1,2017-01-01,0.03,1,0
Manhattan,Harlem,40.80804,-73.943,Entire home/apt,120,4,22,2019-06-24,0.71,1,0
Brooklyn,Williamsburg,40.71901,-73.94978,Private room,85,30,7,2018-07-16,0.53,6,337
Brooklyn,Boerum Hill,40.68597,-73.98507,Entire home/apt,150,7,2,2018-09-09,0.14,2,0
Brooklyn,Williamsburg,40.71175,-73.96728,Entire home/apt,225,1,6,2018-10-07,0.28,1,89
Manhattan,Harlem,40.82921,-73.93802,Entire home/apt,125,60,2,2019-05-31,0.23,2,3
Brooklyn,Bedford-Stuyvesant,40.68378,-73.95592,Entire home/apt,1067,2,64,2019-06-29,2.51,1,32
Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,100,2,226,2019-06-06,2.12,3,250
Brooklyn,Crown Heights,40.67567,-73.95779,Private room,59,2,1,2018-05-25,0.07,1,0
Brooklyn,Bushwick,40.69975,-73.92602,Entire home/apt,100,1,3,2019-06-16,1.34,2,4
Brooklyn,Clinton Hill,40.68962,-73.96062,Entire home/apt,150,6,16,2019-06-20,1.58,1,168
Manhattan,Hell's Kitchen,40.75506,-73.99715,Private room,199,1,1,2018-12-27,0.15,30,365
Brooklyn,Brooklyn Heights,40.69482,-73.99222,Entire home/apt,200,4,24,2017-07-01,0.45,1,0
Brooklyn,Gowanus,40.67721,-73.98444,Private room,129,1,7,2019-06-30,0.36,17,364
Queens,Flushing,40.75338,-73.82342,Private room,40,1,6,2016-09-13,0.17,2,0
Brooklyn,Flatbush,40.65123,-73.96436,Private room,36,1,1,2016-08-18,0.03,1,0
Bronx,Riverdale,40.9008,-73.90639,Private room,49,6,2,2017-01-01,0.05,1,340
Manhattan,Washington Heights,40.8564,-73.92703,Private room,66,1,2,2019-06-30,2.0,1,60
Manhattan,East Village,40.72383,-73.9829,Private room,120,3,90,2019-06-14,1.25,2,173
Brooklyn,Williamsburg,40.7139,-73.9353,Entire home/apt,140,2,133,2019-06-27,2.52,2,283
Manhattan,Inwood,40.85888,-73.92886,Private room,71,4,229,2019-06-21,2.45,1,26
Brooklyn,Greenpoint,40.72531,-73.94222,Entire home/apt,149,30,9,2018-10-13,0.14,52,341
Brooklyn,Bedford-Stuyvesant,40.68568,-73.95166,Private room,50,3,59,2018-09-21,1.71,1,0
Manhattan,Upper West Side,40.77833,-73.98469,Entire home/apt,452,30,1,2019-01-12,0.17,232,337
Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,130,3,26,2019-06-23,0.41,2,23
Manhattan,Midtown,40.75326,-73.97303,Entire home/apt,462,2,3,2018-12-17,0.1,13,299
Brooklyn,Williamsburg,40.7083,-73.94846,Private room,90,1,10,2019-01-03,0.17,1,365
Brooklyn,Fort Greene,40.69758,-73.97432,Private room,48,30,1,2019-02-24,0.22,25,311
Brooklyn,Greenpoint,40.72188,-73.94355,Private room,150,3,8,2019-07-01,0.48,1,27
Brooklyn,Williamsburg,40.71371,-73.95433,Private room,85,1,118,2019-07-01,2.38,1,327
Manhattan,Upper East Side,40.76937,-73.95745,Entire home/apt,155,30,8,2019-04-24,0.37,16,333
Manhattan,Hell's Kitchen,40.76113,-73.99504,Entire home/apt,200,3,1,2019-07-01,1.0,1,0
Brooklyn,Bushwick,40.69446,-73.92486,Private room,37,2,6,2017-12-16,0.25,2,0
Queens,Ridgewood,40.70576,-73.91129,Private room,55,3,3,2019-05-27,0.32,2,0
Bronx,Mott Haven,40.80863,-73.92121,Private room,50,1,33,2019-07-03,2.14,4,75
Brooklyn,Cobble Hill,40.68759,-73.99376,Private room,82,1,25,2017-08-31,0.7,1,0
Manhattan,Financial District,40.70751,-74.01059,Entire home/apt,214,2,1,2019-06-09,1.0,327,319
Manhattan,Murray Hill,40.74532,-73.97534,Shared room,43,2,2,2019-06-01,1.43,3,358
Queens,Long Island City,40.75832,-73.92874,Private room,72,3,26,2019-03-14,0.41,2,307
Queens,Elmhurst,40.73457,-73.87211,Shared room,65,2,1,2019-01-02,0.16,3,365
Bronx,Claremont Village,40.83458,-73.91021,Entire home/apt,57,90,11,2019-05-10,0.31,7,68
Manhattan,Theater District,40.75601,-73.98909,Entire home/apt,2000,1,3,2017-11-06,0.07,1,0
Manhattan,Upper West Side,40.79943,-73.968,Private room,65,1,2,2016-09-02,0.04,1,0
Queens,Ditmars Steinway,40.77233,-73.911,Private room,75,3,2,2017-12-04,0.09,1,0
Queens,Ditmars Steinway,40.77122,-73.90944,Entire home/apt,130,2,2,2019-07-01,2.0,1,26
Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2019-07-05,2.92,3,257
Brooklyn,Fort Greene,40.68831,-73.97549,Entire home/apt,200,7,3,2018-01-03,0.09,2,0
Brooklyn,Williamsburg,40.70525,-73.93281,Private room,80,1,16,2018-03-25,0.51,1,0
Brooklyn,Flatbush,40.6532,-73.96216,Entire home/apt,78,18,11,2015-08-03,0.2,1,0
Manhattan,Financial District,40.70932,-74.00536,Private room,210,5,2,2018-06-09,0.11,2,365
Brooklyn,Bedford-Stuyvesant,40.68805,-73.95954,Private room,125,3,1,2019-06-27,1.0,2,365
Manhattan,Washington Heights,40.83137,-73.94117,Private room,119,2,4,2018-06-12,0.16,1,0
Queens,Ditmars Steinway,40.78021,-73.91015,Private room,39,1,43,2019-06-23,2.28,2,351
Manhattan,SoHo,40.72566,-74.00275,Private room,75,1,1,2016-03-13,0.02,1,0
Queens,Jamaica,40.67414,-73.76454,Private room,50,7,14,2018-07-28,0.5,2,0
Brooklyn,Flatlands,40.63129,-73.92748,Entire home/apt,165,2,5,2019-06-19,1.58,2,365
Manhattan,West Village,40.73281,-74.00205,Entire home/apt,325,2,1,2019-04-28,0.42,5,56
Brooklyn,Greenpoint,40.73218,-73.95855,Private room,399,1,1,2018-09-03,0.1,4,249
Brooklyn,Kensington,40.64689,-73.97446,Entire home/apt,130,4,1,2015-12-30,0.02,2,0
Queens,St. Albans,40.70522,-73.75063,Private room,35,2,11,2019-04-14,1.72,4,3
Brooklyn,Williamsburg,40.71131,-73.95669,Entire home/apt,200,3,3,2019-06-30,0.38,1,35
Manhattan,Washington Heights,40.83503,-73.94166,Private room,60,2,73,2019-06-18,2.13,2,136
Manhattan,Murray Hill,40.74811,-73.97298,Entire home/apt,110,15,26,2016-07-29,0.47,1,0
Manhattan,Chinatown,40.71611,-73.99405,Private room,80,25,8,2018-10-21,0.36,1,0
Manhattan,Midtown,40.75341,-73.97313,Entire home/apt,400,1,1,2017-12-06,0.05,2,0
Brooklyn,Greenpoint,40.73046,-73.95706,Entire home/apt,165,3,8,2017-05-13,0.22,1,0
Brooklyn,Park Slope,40.67063,-73.97826,Entire home/apt,140,3,1,2019-06-14,1.0,1,65
Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,2019-06-16,0.91,1,164
Manhattan,Harlem,40.81372,-73.95612,Entire home/apt,195,1,51,2019-05-22,1.96,1,67
Manhattan,Hell's Kitchen,40.76799,-73.98644,Private room,61,12,31,2018-03-19,0.6,4,102
Manhattan,East Harlem,40.78703,-73.94741,Entire home/apt,115,4,44,2019-07-05,3.41,1,38
Staten Island,Willowbrook,40.59886,-74.13217,Entire home/apt,249,4,9,2019-05-13,0.8,2,351
Manhattan,Upper East Side,40.7843,-73.95745,Entire home/apt,450,5,5,2019-06-29,0.71,2,345
Brooklyn,Bedford-Stuyvesant,40.68932,-73.94098,Entire home/apt,200,2,77,2019-06-24,2.97,1,88
Brooklyn,Sheepshead Bay,40.58624,-73.9448,Private room,50,1,5,2019-07-05,5.0,3,85
Brooklyn,Williamsburg,40.71598,-73.95466,Entire home/apt,134,1,52,2019-07-02,3.59,1,262
Manhattan,Upper West Side,40.79435,-73.9745,Entire home/apt,145,5,7,2018-08-01,0.16,1,0
Manhattan,Hell's Kitchen,40.76104,-73.9885,Entire home/apt,300,3,4,2016-10-31,0.12,1,0
Brooklyn,Williamsburg,40.70852,-73.94849,Private room,49,3,7,2019-05-26,0.32,1,37
Brooklyn,Cobble Hill,40.68534,-73.99471,Entire home/apt,235,5,10,2016-02-25,0.21,1,0
Brooklyn,Greenpoint,40.73067,-73.955,Entire home/apt,200,7,20,2019-06-23,0.24,1,365
Brooklyn,Canarsie,40.64994,-73.8964,Entire home/apt,120,4,31,2019-06-23,1.88,4,296
Manhattan,Upper West Side,40.80102,-73.96528,Private room,80,1,10,2019-05-16,2.38,4,0
Manhattan,East Village,40.72702,-73.9798,Entire home/apt,165,4,2,2019-06-28,2.0,1,0
Manhattan,Upper East Side,40.77613,-73.94872,Entire home/apt,250,4,1,2016-05-24,0.03,1,0
Manhattan,East Village,40.72815,-73.98059,Entire home/apt,295,1,261,2019-06-08,3.82,1,245
Brooklyn,Bedford-Stuyvesant,40.69519,-73.95107,Entire home/apt,75,1,3,2016-11-29,0.09,1,0
Manhattan,East Village,40.72574,-73.98272,Entire home/apt,600,5,70,2019-06-02,4.49,3,6
Manhattan,Hell's Kitchen,40.76113,-73.98918,Private room,110,3,213,2019-06-24,2.79,1,281
Manhattan,Chelsea,40.74484,-73.99688,Entire home/apt,275,2,2,2019-06-09,1.76,1,15
Queens,Long Island City,40.76019,-73.92915,Entire home/apt,80,3,177,2019-06-24,3.66,1,196
Manhattan,East Village,40.72715,-73.9848,Entire home/apt,175,2,7,2019-06-30,1.1,1,38
Queens,Sunnyside,40.7467,-73.92076,Private room,80,1,34,2019-06-19,2.49,5,262
Brooklyn,Bushwick,40.69282,-73.92477,Private room,70,1,18,2019-05-13,0.32,3,146
Manhattan,Midtown,40.75643,-73.96847,Entire home/apt,120,2,7,2019-01-01,0.36,2,0
Manhattan,Lower East Side,40.71887,-73.99256,Private room,95,5,7,2019-06-13,2.28,1,118
Brooklyn,Bedford-Stuyvesant,40.68356,-73.94042,Private room,60,14,12,2016-09-01,0.22,2,0
Queens,Richmond Hill,40.69015,-73.8297,Private room,33,1,20,2019-02-15,0.77,1,86
Brooklyn,Prospect-Lefferts Gardens,40.65621,-73.9562,Private room,40,3,5,2019-06-22,1.03,4,0
Brooklyn,Sunset Park,40.66073,-73.98983,Entire home/apt,265,3,23,2019-07-01,1.95,1,365
Brooklyn,Bushwick,40.69467,-73.923,Private room,59,3,11,2019-06-22,0.46,5,0
Brooklyn,Williamsburg,40.70553,-73.94267,Private room,90,2,1,2016-10-17,0.03,1,0
Brooklyn,Fort Greene,40.68855,-73.97282,Entire home/apt,150,3,4,2019-07-06,4.0,1,15
Bronx,Williamsbridge,40.88301,-73.85452,Private room,65,5,17,2017-10-03,0.4,2,123
Brooklyn,Greenpoint,40.73644,-73.95425,Entire home/apt,300,2,22,2019-06-26,6.23,1,341
Manhattan,Harlem,40.803,-73.95278,Private room,125,3,202,2019-06-19,2.29,1,217
Brooklyn,Greenpoint,40.73498,-73.95805,Entire home/apt,150,3,7,2019-03-16,0.8,1,0
Brooklyn,Fort Greene,40.68559,-73.96932,Entire home/apt,100,2,1,2015-05-10,0.02,1,0
Manhattan,East Harlem,40.79121,-73.94793,Private room,75,2,1,2014-04-17,0.02,1,0
Manhattan,Financial District,40.70832,-74.00755,Private room,169,7,1,2019-05-17,0.57,13,358
Brooklyn,Flatlands,40.62392,-73.93554,Entire home/apt,200,1,28,2019-07-07,2.02,1,265
Brooklyn,Williamsburg,40.7054,-73.94239,Entire home/apt,120,7,1,2019-01-01,0.16,1,189
Brooklyn,Williamsburg,40.70848,-73.95323,Private room,90,3,230,2019-06-16,3.79,1,125
Manhattan,East Harlem,40.79952,-73.93764,Entire home/apt,240,3,4,2018-09-03,0.17,1,7
Manhattan,West Village,40.73426,-74.00525,Entire home/apt,199,1,1,2015-10-30,0.02,1,0
Brooklyn,Carroll Gardens,40.67939,-73.99398,Entire home/apt,298,30,131,2019-06-23,1.84,2,296
Manhattan,West Village,40.73696,-74.00397,Entire home/apt,170,1,12,2018-05-11,0.65,1,0
Brooklyn,Sunset Park,40.66582,-73.99349,Private room,65,1,4,2016-08-17,0.11,1,0
Brooklyn,Park Slope,40.66675,-73.97571,Entire home/apt,200,8,2,2016-06-07,0.05,1,0
Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,2019-06-23,1.96,2,86
Queens,Flushing,40.75518,-73.80422,Private room,50,1,154,2019-07-06,3.05,3,243
Manhattan,Financial District,40.70883,-74.01266,Entire home/apt,299,7,6,2018-04-29,0.19,1,0
Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,2019-06-25,1.31,1,51
Brooklyn,Bushwick,40.69709,-73.93538,Entire home/apt,100,2,143,2019-05-18,3.41,1,0
Manhattan,Harlem,40.81535,-73.94713,Entire home/apt,175,3,33,2019-05-23,1.61,1,1
Queens,Long Island City,40.74975,-73.93688,Private room,55,7,39,2019-06-25,0.48,1,46
Brooklyn,Bedford-Stuyvesant,40.6895,-73.95886,Entire home/apt,120,4,13,2019-07-07,3.28,1,13
Brooklyn,Flatbush,40.64697,-73.96465,Entire home/apt,800,3,1,2015-12-21,0.02,1,0
Queens,Rego Park,40.7184,-73.86015,Entire home/apt,95,2,7,2017-09-03,0.23,1,345
Manhattan,Greenwich Village,40.73378,-73.99714,Entire home/apt,159,5,22,2018-12-27,0.46,1,22
Manhattan,Gramercy,40.73578,-73.98706,Private room,100,2,79,2019-06-05,2.12,4,243
Manhattan,Hell's Kitchen,40.76323,-73.99248,Entire home/apt,235,3,7,2019-05-28,0.47,1,5
Queens,Long Island City,40.76435,-73.93537,Entire home/apt,220,5,1,2019-06-21,1.0,1,63
Brooklyn,Midwood,40.61459,-73.96041,Entire home/apt,59,2,4,2019-06-13,0.73,1,87
Queens,South Ozone Park,40.6765,-73.81947,Entire home/apt,150,3,3,2019-07-06,3.0,1,327
Brooklyn,Williamsburg,40.71543,-73.95421,Entire home/apt,70,2,4,2019-05-03,0.5,1,0
Manhattan,Financial District,40.7065,-74.01171,Entire home/apt,404,2,15,2019-06-09,3.19,327,310
Queens,Flushing,40.75831,-73.82776,Private room,55,1,37,2019-06-21,3.58,1,142
Brooklyn,Bedford-Stuyvesant,40.68316,-73.91637,Entire home/apt,120,2,34,2019-06-23,2.49,1,23
Manhattan,Midtown,40.74673,-73.98499,Entire home/apt,250,5,59,2019-06-24,5.82,1,58
Queens,East Elmhurst,40.75712,-73.8874,Entire home/apt,99,1,19,2019-07-07,4.01,2,143
Manhattan,Washington Heights,40.83419,-73.94638,Entire home/apt,135,3,1,2019-02-06,0.2,1,214
Manhattan,Upper East Side,40.77867,-73.95121,Private room,90,1,75,2019-06-14,1.49,1,359
Brooklyn,Crown Heights,40.67255,-73.93328,Entire home/apt,150,1,24,2019-06-22,0.51,1,299
Brooklyn,Bushwick,40.69208,-73.90452,Shared room,29,30,1,2018-12-11,0.14,8,334
Bronx,Morris Park,40.85105,-73.86049,Entire home/apt,60,2,20,2019-05-19,2.29,3,208
Queens,Ditmars Steinway,40.77822,-73.90895,Private room,49,1,7,2019-06-07,0.18,1,341
Brooklyn,Crown Heights,40.67067,-73.95693,Private room,70,1,49,2019-07-02,4.45,1,47
Manhattan,Midtown,40.75088,-73.96958,Entire home/apt,419,3,1,2019-06-01,0.79,8,343
Brooklyn,East New York,40.67563,-73.87866,Entire home/apt,86,1,154,2019-07-05,9.53,2,311
